FID,autonomia,carretera,causa,fechahora_,hacia,matricula,nivel,pk_final,pk_inicial,poblacion,provincia,ref_incide,sentido,tipo,tipolocali,version_in,x,xml_fragme,xml_id,xml_matche,xml_parent,xml_pare_1,y,X1,Y1,actualizad
87,CASTILLA-LA MANCHA,CM-3001,NIEVE,2021/01/18 18:29:00,Ambos,TO,AMARILLO,25,14,VILLATOBAS,TOLEDO,TO101188213,Ambos sentidos,METEOROLOGICA,0,1,39.8749881,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>VILLATOBAS</poblacion>
<fechahora_ini>2021",id-incidencia-1.87,incidencia, , ,-3.3281176,-3.3281176,39.8749881,2021/01/19 21:31:00
88,CASTILLA-LA MANCHA,TO-3360,NIEVE,2021/01/16 13:46:00,Ambos,TO,NEGRO,18,0,YEBENES (LOS),TOLEDO,TO101168022,Ambos sentidos,METEOROLOGICA,0,2,39.43017,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>YEBENES (LOS)</poblacion>
<fechahora_ini>2",id-incidencia-1.88,incidencia, , ,-3.80998,-3.80998,39.43017,2021/01/19 21:31:00
89,CASTILLA-LA MANCHA,TO-3249,NIEVE,2021/01/15 20:03:00,Ambos,TO,AMARILLO,27,0,YEBENES (LOS),TOLEDO,TO101139209,Ambos sentidos,METEOROLOGICA,0,2,39.52113,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>TOLEDO</provincia>
<matricula>TO</matricula>
<causa>NIEVE</causa>
<poblacion>YEBENES (LOS)</poblacion>
<fechahora_ini>2",id-incidencia-1.89,incidencia, , ,-3.84257,-3.84257,39.52113,2021/01/19 21:31:00
90,COMUNITAT VALENCIANA,CV-482,HIELO,2021/01/12 14:14:00,Ambos,V,VERDE,1.2,0,ADEMUZ,VALENCIA,OV101129202,Ambos sentidos,METEOROLOGICA,0,1,40.14069,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>HIELO</causa>
<poblacion>ADEMUZ</poblacion>
<fechahora_ini>2021-",id-incidencia-1.90,incidencia, , ,-1.31566,-1.31566,40.14069,2021/01/19 21:31:00
91,COMUNITAT VALENCIANA,CV-478,HIELO,2021/01/12 14:11:00,Ambos,V,VERDE,15.1,0,ADEMUZ,VALENCIA,OV101129198,Ambos sentidos,METEOROLOGICA,0,1,40.05878,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>HIELO</causa>
<poblacion>ADEMUZ</poblacion>
<fechahora_ini>2021-",id-incidencia-1.91,incidencia, , ,-1.28659,-1.28659,40.05878,2021/01/19 21:31:00
92,COMUNITAT VALENCIANA,CV-479,HIELO,2021/01/12 14:12:00,Ambos,V,VERDE,5.6,0,ADEMUZ,VALENCIA,OV101129199,Ambos sentidos,METEOROLOGICA,0,1,40.11194,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>HIELO</causa>
<poblacion>ADEMUZ</poblacion>
<fechahora_ini>2021-",id-incidencia-1.92,incidencia, , ,-1.29527,-1.29527,40.11194,2021/01/19 21:31:00
93,COMUNITAT VALENCIANA,CV-355,HIELO,2021/01/13 12:56:00,Ambos,V,VERDE,9.4,0,ARAS DE LOS OLMOS,VALENCIA,OV101118123,Ambos sentidos,METEOROLOGICA,0,3,39.92555,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>HIELO</causa>
<poblacion>ARAS DE LOS OLMOS</poblacion>
<fechahor",id-incidencia-1.93,incidencia, , ,-1.1379,-1.1379,39.92555,2021/01/19 21:31:00
94,COMUNITAT VALENCIANA,CV-483,HIELO,2021/01/12 14:15:00,Ambos,V,VERDE,4.9,0,ARROYO CEREZO,VALENCIA,OV101128198,Ambos sentidos,METEOROLOGICA,0,1,40.11659,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>HIELO</causa>
<poblacion>ARROYO CEREZO</poblacion>
<fechahora_in",id-incidencia-1.94,incidencia, , ,-1.39757,-1.39757,40.11659,2021/01/19 21:31:00
95,COMUNITAT VALENCIANA,A-3,NIEBLA,2021/01/09 05:10:00,Ambos,V,VERDE,317,314,BUÑOL,VALENCIA,OV101099068,Ambos sentidos,METEOROLOGICA,0,1,39.4401633,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>NIEBLA</causa>
<poblacion>BUÑOL</poblacion>
<fechahora_ini>2021",id-incidencia-1.95,incidencia, , ,-0.8255013,-0.8255013,39.4401633,2021/01/19 21:31:00
96,COMUNITAT VALENCIANA,CV-35,HIELO,2021/01/13 12:55:00,Ambos,V,VERDE,106,67,CALLES,VALENCIA,OV101129122,Ambos sentidos,METEOROLOGICA,0,3,39.7469757,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>HIELO</causa>
<poblacion>CALLES</poblacion>
<fechahora_ini>2021-",id-incidencia-1.96,incidencia, , ,-0.9892406,-0.9892406,39.7469757,2021/01/19 21:31:00
97,COMUNITAT VALENCIANA,A-7,NIEBLA,2021/01/09 00:06:00,Ambos,V,VERDE,410,406,CANALS,VALENCIA,OV101099001,Ambos sentidos,METEOROLOGICA,0,1,38.9424878,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>NIEBLA</causa>
<poblacion>CANALS</poblacion>
<fechahora_ini>2021",id-incidencia-1.97,incidencia, , ,-0.562513,-0.562513,38.9424878,2021/01/19 21:31:00
98,COMUNITAT VALENCIANA,CV-363,HIELO,2021/01/19 16:27:00,Ambos,V,VERDE,4,0,LOSILLA,VALENCIA,OV101129196,Ambos sentidos,METEOROLOGICA,0,3,39.96531,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>HIELO</causa>
<poblacion>LOSILLA</poblacion>
<fechahora_ini>2021",id-incidencia-1.98,incidencia, , ,-1.09298,-1.09298,39.96531,2021/01/19 21:31:00
99,COMUNITAT VALENCIANA,CV-343,HIELO,2021/01/12 13:56:00,Ambos,V,VERDE,1.1,0,POBLETA (LA),VALENCIA,OV101128117,Ambos sentidos,METEOROLOGICA,0,2,39.82793,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>HIELO</causa>
<poblacion>POBLETA (LA)</poblacion>
<fechahora_ini",id-incidencia-1.99,incidencia, , ,-0.81952,-0.81952,39.82793,2021/01/19 21:31:00
100,COMUNITAT VALENCIANA,CV-390,HIELO,2021/01/13 04:10:00,Ambos,V,VERDE,12,8,REQUENA,VALENCIA,OV101139007,Ambos sentidos,METEOROLOGICA,0,1,39.7570885,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>HIELO</causa>
<poblacion>REQUENA</poblacion>
<fechahora_ini>2021",id-incidencia-1.100,incidencia, , ,-1.0827682,-1.0827682,39.7570885,2021/01/19 21:31:00
101,COMUNITAT VALENCIANA,CV-481,HIELO,2021/01/12 14:13:00,Ambos,V,VERDE,0.8,0,SANTOS (LOS),VALENCIA,OV101129200,Ambos sentidos,METEOROLOGICA,0,1,40.10366,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>HIELO</causa>
<poblacion>SANTOS (LOS)</poblacion>
<fechahora_ini",id-incidencia-1.101,incidencia, , ,-1.27395,-1.27395,40.10366,2021/01/19 21:31:00
102,COMUNITAT VALENCIANA,N-420,NIEVE,2021/01/09 03:07:00,Ambos,V,VERDE,541.2,525.1,TORREBAJA,VALENCIA,OV101109042,Ambos sentidos,METEOROLOGICA,0,1,40.10415,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>NIEVE</causa>
<poblacion>TORREBAJA</poblacion>
<fechahora_ini>20",id-incidencia-1.102,incidencia, , ,-1.41107,-1.41107,40.10415,2021/01/19 21:31:00
103,COMUNITAT VALENCIANA,CV-390,HIELO,2021/01/13 13:00:00,Ambos,V,VERDE,45.9,0,TUEJAR,VALENCIA,OV101118152,Ambos sentidos,METEOROLOGICA,0,4,39.77392,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>HIELO</causa>
<poblacion>TUEJAR</poblacion>
<fechahora_ini>2021-",id-incidencia-1.103,incidencia, , ,-1.04316,-1.04316,39.77392,2021/01/19 21:31:00
104,CASTILLA-LEON,A-6,NIEBLA,2021/01/19 19:38:00,Ambos,ZA,VERDE,350,270,VILLABRAZARO,ZAMORA,ZA101198004,Ambos sentidos,METEOROLOGICA,0,10,42.0701729,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>ZAMORA</provincia>
<matricula>ZA</matricula>
<causa>NIEBLA</causa>
<poblacion>VILLABRAZARO</poblacion>
<fechahora_ini>2021-0",id-incidencia-1.104,incidencia, , ,-5.6919963,-5.6919963,42.0701729,2021/01/19 21:31:00
105,CASTILLA-LA MANCHA,CM-3216,PRECAUCION CM-3216,2021/01/19 16:48:00,Ambos,AB,VERDE,10,26,PATERNA DEL MADERA,ALBACETE,AB101078126,Ambos sentidos,PUERTOS DE MONTA?A,0,6,38.5707111,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>PUERTOS DE MONTA?A</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>PRECAUCION CM-3216</causa>
<poblacion>PATERNA DEL MADERA</po",id-incidencia-1.105,incidencia, , ,-2.3848481,-2.3848481,38.5707111,2021/01/19 21:31:00
106,CASTILLA-LEON,BU-571,CADENAS PORTILLO DE LA SIA,2021/01/13 14:23:00,Ambos,BU,ROJO,7.3,3,RIO DE LA SIA,BURGOS,BU012308058,Ambos sentidos,PUERTOS DE MONTA?A,0,3,43.1304523,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>PUERTOS DE MONTA?A</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>BURGOS</provincia>
<matricula>BU</matricula>
<causa>CADENAS PORTILLO DE LA SIA</causa>
<poblacion>RIO DE LA SIA</poblac",id-incidencia-1.106,incidencia, , ,-3.5786616,-3.5786616,43.1304523,2021/01/19 21:31:00
107,CASTILLA-LEON,BU-572,CADENAS PORTILLO DE LUNADA,2021/01/19 07:46:00,Ambos,BU,ROJO,8.1,0,RIO DE LUNADA,BURGOS,BU101038037,Ambos sentidos,PUERTOS DE MONTA?A,0,4,43.12497,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>PUERTOS DE MONTA?A</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>BURGOS</provincia>
<matricula>BU</matricula>
<causa>CADENAS PORTILLO DE LUNADA</causa>
<poblacion>RIO DE LUNADA</poblac",id-incidencia-1.107,incidencia, , ,-3.60991,-3.60991,43.12497,2021/01/19 21:31:00
108,CASTILLA-LEON,BU-570,CADENAS ESTACAS DE TRUEBA,2021/01/19 07:47:00,Ambos,BU,ROJO,14.5,7.8,RIO TRUEBA,BURGOS,BU101039047,Ambos sentidos,PUERTOS DE MONTA?A,0,3,43.1250523,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>PUERTOS DE MONTA?A</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>BURGOS</provincia>
<matricula>BU</matricula>
<causa>CADENAS ESTACAS DE TRUEBA</causa>
<poblacion>RIO TRUEBA</poblacion>",id-incidencia-1.108,incidencia, , ,-3.6109938,-3.6109938,43.1250523,2021/01/19 21:31:00
109,CASTILLA-LEON,LE-723,CADENAS PTO. PORTELO,2021/01/18 11:02:00,Ambos,LE,AMARILLO,13.9,3,BALBOA,LEON,LE101188169,Ambos sentidos,PUERTOS DE MONTA?A,0,1,42.6880493,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>PUERTOS DE MONTA?A</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>LEON</provincia>
<matricula>LE</matricula>
<causa>CADENAS PTO. PORTELO</causa>
<poblacion>BALBOA</poblacion>
<fechahora",id-incidencia-1.109,incidencia, , ,-6.9291751,-6.9291751,42.6880493,2021/01/19 21:31:00
110,CASTILLA-LEON,LE-233,CADENAS PTO. MONTEVIEJO,2021/01/13 19:12:00,Ambos,LE,ROJO,8.5,0,PRIORO,LEON,LE101139221,Ambos sentidos,PUERTOS DE MONTA?A,0,2,42.8971,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>PUERTOS DE MONTA?A</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>LEON</provincia>
<matricula>LE</matricula>
<causa>CADENAS PTO. MONTEVIEJO</causa>
<poblacion>PRIORO</poblacion>
<fechah",id-incidencia-1.110,incidencia, , ,-4.88783,-4.88783,42.8971,2021/01/19 21:31:00
111,CASTILLA-LEON,LE-481,CADENAS PTO. VENTANA,2021/01/18 10:59:00,Ambos,LE,AMARILLO,16,11,SAN EMILIANO,LEON,LE101189172,Ambos sentidos,PUERTOS DE MONTA?A,0,1,43.0340972,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>PUERTOS DE MONTA?A</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>LEON</provincia>
<matricula>LE</matricula>
<causa>CADENAS PTO. VENTANA</causa>
<poblacion>SAN EMILIANO</poblacion>
<fec",id-incidencia-1.111,incidencia, , ,-6.016251,-6.016251,43.0340972,2021/01/19 21:31:00
112,LA_RIOJA,LR-232,CERRADO PEÑA HINCADA,2021/01/10 16:04:00,Ambos,LO,NEGRO,19,12,ORTIGOSA,LA RIOJA,LO101018068,Ambos sentidos,PUERTOS DE MONTA?A,0,5,42.1649315,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>PUERTOS DE MONTA?A</tipo>
<autonomia>LA_RIOJA</autonomia>
<provincia>LA RIOJA</provincia>
<matricula>LO</matricula>
<causa>CERRADO PEÑA HINCADA</causa>
<poblacion>ORTIGOSA</poblacion>
<fechaho",id-incidencia-1.112,incidencia, , ,-2.7341517,-2.7341517,42.1649315,2021/01/19 21:31:00
113,ASTURIAS,AS-254,CADENAS COLLADA DE ARNICIO,2021/01/16 11:00:00,Ambos,O,ROJO,27,16,CAMPU (EL),ASTURIAS,OO101018044,Ambos sentidos,PUERTOS DE MONTA?A,0,3,43.2479261,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>PUERTOS DE MONTA?A</tipo>
<autonomia>ASTURIAS</autonomia>
<provincia>ASTURIAS</provincia>
<matricula>O</matricula>
<causa>CADENAS COLLADA DE ARNICIO</causa>
<poblacion>CAMPU (EL)</poblacion>
<f",id-incidencia-1.113,incidencia, , ,-5.3942288,-5.3942288,43.2479261,2021/01/19 21:31:00
114,ASTURIAS,AS-112,CERRADO SAN ISIDRO,2021/01/06 22:13:00,Ambos,O,NEGRO,43,33,RAYA (LA),ASTURIAS,OO012288131,Ambos sentidos,PUERTOS DE MONTA?A,0,6,43.0851356,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>PUERTOS DE MONTA?A</tipo>
<autonomia>ASTURIAS</autonomia>
<provincia>ASTURIAS</provincia>
<matricula>O</matricula>
<causa>CERRADO SAN ISIDRO</causa>
<poblacion>RAYA (LA)</poblacion>
<fechahora_",id-incidencia-1.114,incidencia, , ,-5.464601,-5.464601,43.0851356,2021/01/19 21:31:00
115,ASTURIAS,AS-117,CERRADO TARNA,2020/12/29 21:22:00,Ambos,O,NEGRO,66,56,TARNA,ASTURIAS,OO012289049,Ambos sentidos,PUERTOS DE MONTA?A,0,2,43.1164562,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>PUERTOS DE MONTA?A</tipo>
<autonomia>ASTURIAS</autonomia>
<provincia>ASTURIAS</provincia>
<matricula>O</matricula>
<causa>CERRADO TARNA</causa>
<poblacion>TARNA</poblacion>
<fechahora_ini>2020-",id-incidencia-1.115,incidencia, , ,-5.2490832,-5.2490832,43.1164562,2021/01/19 21:31:00
116,CANTABRIA,CA-631,CERRADO ESTACAS DE TRUEBA,2021/01/10 09:45:00,Ambos,S,NEGRO,14.3,5,PANDILLO,CANTABRIA,OS012299122,Ambos sentidos,PUERTOS DE MONTA?A,0,2,43.136915,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>PUERTOS DE MONTA?A</tipo>
<autonomia>CANTABRIA</autonomia>
<provincia>CANTABRIA</provincia>
<matricula>S</matricula>
<causa>CERRADO ESTACAS DE TRUEBA</causa>
<poblacion>PANDILLO</poblacion>
<fe",id-incidencia-1.116,incidencia, , ,-3.7345626,-3.7345626,43.136915,2021/01/19 21:31:00
117,ANDALUCIA,AL-12, RESTRICCIONES EN ACCESOS,2020/04/23 06:56:00, ,AL,VERDE,0,0,ALMERIA,ALMERIA,AL004239025, ,CONO,0,1,36.843326,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>ALMERIA</provincia>
<matricula>AL</matricula>
<causa> RESTRICCIONES EN ACCESOS </causa>
<poblacion>ALMERIA</poblacion>
<fechahora_ini>202",id-incidencia-1.117,incidencia, , ,-2.4387769,-2.4387769,36.843326,2021/01/19 21:31:00
118,CASTILLA-LEON,BU-30, CARRIL RÁPIDO CERRADO,2021/01/15 14:52:00,BURGOS,BU,VERDE,5.2,5.7,VILLAGONZALO PEDERNALES,BURGOS,BU101158168,DECRECIENTE DE LA KILOMETRICA,CONO,0,1,42.3124209,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>BURGOS</provincia>
<matricula>BU</matricula>
<causa> CARRIL RÁPIDO CERRADO </causa>
<poblacion>VILLAGONZALO PEDERNALES</poblacion>
<",id-incidencia-1.118,incidencia, , ,-3.7589431,-3.7589431,42.3124209,2021/01/19 21:31:00
119,CATALUÑA,CAMÍ ASFALTAT, CARRETERA CORTADA EN ESTE SENTIDO,2021/01/15 19:33:00, ,GI,NEGRO,0,0, ,GIRONA,GI101158200,AMBOS SENTIDOS,CONO,2,1,0,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>GIRONA</provincia>
<matricula>GI</matricula>
<causa> CARRETERA CORTADA EN ESTE SENTIDO </causa>
<poblacion></poblacion>
<fechahora_ini>20",id-incidencia-1.119,incidencia, , ,0,0,0,2021/01/19 21:31:00
120,CATALUÑA,CAMÍ ASFALTAT, OTROS,2021/01/15 19:35:00, ,GI,NEGRO,0,0, ,GIRONA,GI101159193,AMBOS SENTIDOS,CONO,2,1,0,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>GIRONA</provincia>
<matricula>GI</matricula>
<causa> OTROS </causa>
<poblacion></poblacion>
<fechahora_ini>2021-01-15 19:35</fechahora_in",id-incidencia-1.120,incidencia, , ,0,0,0,2021/01/19 21:31:00
121,CATALUÑA,CAMÍ ASFALTAT, CARRETERA CORTADA EN ESTE SENTIDO,2021/01/15 19:35:00, ,GI,NEGRO,0,0, ,GIRONA,GI101158201,AMBOS SENTIDOS,CONO,2,1,0,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>GIRONA</provincia>
<matricula>GI</matricula>
<causa> CARRETERA CORTADA EN ESTE SENTIDO </causa>
<poblacion></poblacion>
<fechahora_ini>20",id-incidencia-1.121,incidencia, , ,0,0,0,2021/01/19 21:31:00
122,CATALUÑA,CAMÍ ASFALTAT, OTROS,2021/01/15 19:33:00, ,GI,NEGRO,0,0, ,GIRONA,GI101159192,AMBOS SENTIDOS,CONO,2,1,0,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>GIRONA</provincia>
<matricula>GI</matricula>
<causa> OTROS </causa>
<poblacion></poblacion>
<fechahora_ini>2021-01-15 19:33</fechahora_in",id-incidencia-1.122,incidencia, , ,0,0,0,2021/01/19 21:31:00
123,CATALUÑA,CAMÍ ASFALTAT, CARRETERA CORTADA EN ESTE SENTIDO,2021/01/15 19:31:00, ,GI,NEGRO,0,0, ,GIRONA,GI101158199,AMBOS SENTIDOS,CONO,2,1,0,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>GIRONA</provincia>
<matricula>GI</matricula>
<causa> CARRETERA CORTADA EN ESTE SENTIDO </causa>
<poblacion></poblacion>
<fechahora_ini>20",id-incidencia-1.123,incidencia, , ,0,0,0,2021/01/19 21:31:00
124,CATALUÑA,CAMÍ ASFALTAT, OTROS,2021/01/15 19:31:00, ,GI,NEGRO,0,0, ,GIRONA,GI101159191,AMBOS SENTIDOS,CONO,2,1,0,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>GIRONA</provincia>
<matricula>GI</matricula>
<causa> OTROS </causa>
<poblacion></poblacion>
<fechahora_ini>2021-01-15 19:31</fechahora_in",id-incidencia-1.124,incidencia, , ,0,0,0,2021/01/19 21:31:00
125,CATALUÑA,GI-503, OTROS,2021/01/15 19:07:00, ,GI,NEGRO,25,18,MAÇANET DE CABRENYS,GIRONA,GI101158193,AMBOS SENTIDOS,CONO,0,1,42.3801697,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>GIRONA</provincia>
<matricula>GI</matricula>
<causa> OTROS </causa>
<poblacion>MAÇANET DE CABRENYS</poblacion>
<fechahora_ini>2021-01-15",id-incidencia-1.125,incidencia, , ,2.701933,2.701933,42.3801697,2021/01/19 21:31:00
126,CATALUÑA,GI-503, CARRETERA CORTADA EN ESTE SENTIDO,2021/01/15 19:07:00, ,GI,NEGRO,25,18,MAÇANET DE CABRENYS,GIRONA,GI101159187,AMBOS SENTIDOS,CONO,0,1,42.3801697,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>GIRONA</provincia>
<matricula>GI</matricula>
<causa> CARRETERA CORTADA EN ESTE SENTIDO </causa>
<poblacion>MAÇANET DE CABRENYS</poblacio",id-incidencia-1.126,incidencia, , ,2.701933,2.701933,42.3801697,2021/01/19 21:31:00
127,CATALUÑA,GI-505, OTROS,2021/01/15 19:07:00, ,GI,NEGRO,3,0,VAJOL (LA),GIRONA,GI101159186,AMBOS SENTIDOS,CONO,0,2,42.40466,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>GIRONA</provincia>
<matricula>GI</matricula>
<causa> OTROS </causa>
<poblacion>VAJOL (LA)</poblacion>
<fechahora_ini>2021-01-15 19:07</fe",id-incidencia-1.127,incidencia, , ,2.80112,2.80112,42.40466,2021/01/19 21:31:00
128,CATALUÑA,GI-505, CARRETERA CORTADA EN ESTE SENTIDO,2021/01/15 19:07:00, ,GI,NEGRO,3,0,VAJOL (LA),GIRONA,GI101158192,AMBOS SENTIDOS,CONO,0,2,42.40466,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>GIRONA</provincia>
<matricula>GI</matricula>
<causa> CARRETERA CORTADA EN ESTE SENTIDO </causa>
<poblacion>VAJOL (LA)</poblacion>
<fechah",id-incidencia-1.128,incidencia, , ,2.80112,2.80112,42.40466,2021/01/19 21:31:00
129,ANDALUCIA,A-4025, CARRETERA CERRADA DE FORMA PERMANENTE POR INVIERNO,2020/11/27 17:50:00, ,GR,NEGRO,7.2,0,SIERRA NEVADA,GRANADA,GR012119080,AMBOS SENTIDOS,CONO,0,1,37.13274,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>GRANADA</provincia>
<matricula>GR</matricula>
<causa> CARRETERA CERRADA DE FORMA PERMANENTE POR INVIERNO </causa>
<poblacion>SIERRA NEVAD",id-incidencia-1.129,incidencia, , ,-3.43589,-3.43589,37.13274,2021/01/19 21:31:00
