"","house.price","RP","crime","built.area","age","retired","children","immigrants","shopping","historical","baths","type.house","floor","good.cond","garage","elevator","air.cond","swimming.pool","M.30","longitude","latitude"
"704",2177,0.14,0.43,130,25,21.8191401950297,11.6618606886501,13.9478008774786,0,0,2,"atico","cuar.-quinta","bueno","no","si","si","no",0,-3.742797,40.391633
"4824",2811,0.31,0.57,90,2.5,12.3985863211007,16.4262375247283,6.55271288537198,0,0,2,"piso","primera","bueno","si","si","ZZZ","ZZZ",1,-3.7125245,40.433863
"1210",3750,0.23,0.46,60,30,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","seg.-terc.","bueno","ZZZ","no","no","no",0,-3.704581,40.458083
"10405",4301,0.33,0.67,136,40,16.2444144382421,8.89722566365522,18.5726018625499,1,1,2,"piso","seg.-terc.","bueno","no","si","ZZZ","ZZZ",1,-3.705268,40.423674
"3558",4844,0.29,0.43,160,30,20.7117330727654,12.7764832897155,7.36947118834004,1,1,3,"piso","cuar.-quinta","a_reformar","no","si","no","no",0,-3.689389,40.456042
"4244",5328,0.33,0.76,138,30,18.6782268954326,13.431372167504,17.8368933701206,1,1,2,"piso","cuar.-quinta","bueno","no","si","si","no",1,-3.695617,40.412773
"3510",4417,0.17,0.3,252,7.5,20.7824152819573,12.6403244799163,13.4305900824284,0,0,3,"atico","cuar.-quinta","a_reformar","si","si","si","si",0,-3.667038,40.468941
"7943",2400,0.1,0.17,650,15,15.6252175325429,15.5469058171102,7.53242685105692,1,0,7,"chalet","seg.-terc.","bueno","si","no","si","si",0,-3.639135,40.461805
"11034",3600,0.27,0.24,125,30,22.7526510007271,10.208239022182,9.66020549542505,1,1,2,"piso","ZZZ","a_reformar","no","si","no","no",1,-3.707525,40.441432
"9738",2842,0.47,0.75,95,5,17.6805558506683,14.7617732259595,20.543385107905,0,0,2,"piso","cuar.-quinta","bueno","si","si","si","si",0,-3.689338,40.368088
"2289",3678,0.58,0.52,87,5,11.5771084486625,16.3236733530746,9.57490304915067,0,0,2,"piso","seg.-terc.","bueno","si","si","si","si",0,-3.606284,40.375141
"11364",2692,0.26,0.41,78,25,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","cuar.-quinta","a_reformar","no","no","no","no",0,-3.648105,40.4314
"10261",4154,0.41,0.75,65,40,18.6782268954326,13.431372167504,17.8368933701206,1,1,1,"piso","ZZZ","a_reformar","ZZZ","no","no","no",1,-3.702457,40.418479
"1280",3600,0.23,0.46,50,28.9450971322005,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","cuar.-quinta","bueno","no","no","no","no",1,-3.70392,40.450642
"4401",3284,0.22,0.62,67,8,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","primera","bueno","no","si","si","no",0,-3.671322,40.388315
"1062",2538,0.18,0.46,130,7.5,16.9864075695667,15.7803097218604,9.82035623733057,0,0,2,"piso","ZZZ","bueno","si","si","no","no",0,-3.617013,40.420308
"5584",6316,0.36,0.66,190,40,16.2444144382421,8.89722566365522,18.5726018625499,1,1,3,"piso","sexta_o_mas","a_reformar","no","si","no","no",1,-3.698718,40.427063
"11484",6263,0.26,0.41,148,30,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"piso","cuar.-quinta","a_reformar","no","si","no","no",0,-3.65789,40.425652
"9809",3527,0.3,0.61,55,30,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.733206,40.393169
"10021",4143,0.22,0.31,140,25,20.7824152819573,12.6403244799163,13.4305900824284,0,0,3,"piso","sexta_o_mas","a_reformar","si","si","no","si",0,-3.65459,40.449872
"347",5500,0.39,0.43,60,27.5885090085607,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","seg.-terc.","bueno","ZZZ","si","si","si",0,-3.67336,40.399244
"156",4588,0.35,0.4,73,10,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","cuar.-quinta","bueno","no","si","si","no",0,-3.706622,40.398
"8512",2900,0.23,0.51,82,30,22.7526510007271,10.208239022182,9.66020549542505,0,0,1,"piso","seg.-terc.","ZZZ","no","no","no","no",0,-3.639693,40.426107
"8025",2462,0.27,0.55,65,32.9818337715227,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","seg.-terc.","a_reformar","no","no","no","no",0,-3.646882,40.390129
"11297",4167,0.26,0.41,60,40,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","seg.-terc.","a_reformar","si","si","si","no",0,-3.650284,40.433716
"6196",2791,0.21,0.47,86,30,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.74475,40.405425
"9038",3095,0.21,0.28,210,7.5,16.9864075695667,15.7803097218604,9.82035623733057,0,0,3,"chalet","bajo","bueno","si","no","si","no",0,-3.569659,40.449254
"7445",2109,0.29,0.57,128,35,17.5324251570275,14.0851619218533,15.6513581858227,0,0,2,"piso","seg.-terc.","bueno","ZZZ","si","no","no",0,-3.649135,40.37993
"3832",3555,0.44,0.55,71,30,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","bajo","bueno","no","si","no","no",0,-3.690913,40.400768
"9176",3000,0.28,0.21,80,29.9300156364219,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","cuar.-quinta","bueno","no","si","no","no",1,-3.699879,40.447431
"4025",5250,0.33,0.76,40,5,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"estudio","cuar.-quinta","bueno","no","si","no","no",1,-3.700937,40.410364
"9621",3045,0.35,0.57,52,30,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","sexta_o_mas","bueno","no","no","si","no",0,-3.666043,40.39227
"7759",3081,0.14,0.28,86,40,16.9485824548359,14.2042185577595,7.08064473299875,0,0,1,"piso","ZZZ","bueno","no","si","si","no",0,-3.722395,40.480974
"2332",2188,0.58,0.52,85,25,11.5771084486625,16.3236733530746,9.57490304915067,0,0,2,"piso","ZZZ","bueno","si","no","ZZZ","ZZZ",0,-3.624179,40.37555
